City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
237,Sao Joao Da Barra,BR,2022-12-25 00:38:24,-21.6403,-41.0511,73.49,83,100,19.53,overcast clouds
238,Bahia Honda,CU,2022-12-25 00:38:25,22.9036,-83.1592,65.48,80,100,15.82,light rain
239,Ouallam,NE,2022-12-25 00:38:26,14.3188,2.0866,63.48,25,98,11.1,overcast clouds
240,Pahrump,US,2022-12-25 00:34:34,36.2083,-115.9839,68.05,30,13,1.99,few clouds
241,Kongolo,CD,2022-12-25 00:38:26,-5.3833,27.0,67.87,93,94,1.45,overcast clouds
242,Polunochnoye,RU,2022-12-25 00:38:27,60.8697,60.4153,29.03,95,99,5.64,overcast clouds
243,Dire,ML,2022-12-25 00:38:27,12.2833,-10.9667,70.07,26,99,0.63,overcast clouds
244,Coquimbo,CL,2022-12-25 00:38:28,-29.9533,-71.3436,62.33,82,100,8.05,overcast clouds
245,Inegol,TR,2022-12-25 00:38:28,40.0781,29.5133,36.68,72,100,2.73,light rain
246,Rio Hato,PA,2022-12-25 00:38:29,8.3833,-80.1667,82.78,84,5,14.58,clear sky
247,Esperance,AU,2022-12-25 00:38:29,-33.8667,121.9,70.34,69,6,10.45,clear sky
248,Kabinda,CD,2022-12-25 00:38:30,-6.1333,24.4833,64.4,95,24,0.72,few clouds
249,Camacha,PT,2022-12-25 00:38:30,33.0833,-16.3333,62.02,82,75,8.05,broken clouds
250,Tocopilla,CL,2022-12-25 00:33:51,-22.092,-70.1979,68.86,71,0,4.83,clear sky
251,Samarai,PG,2022-12-25 00:38:31,-10.6167,150.6667,86.13,70,96,13.44,overcast clouds
252,Brumadinho,BR,2022-12-25 00:38:31,-20.1433,-44.1997,70.32,96,53,3.6,broken clouds
253,Kahului,US,2022-12-25 00:38:32,20.8947,-156.47,82.85,67,20,19.57,few clouds
254,Leningradskiy,RU,2022-12-25 00:38:32,69.3833,178.4167,0.84,80,7,4.43,clear sky
255,Bandar,ID,2022-12-25 00:38:33,2.05,99.75,74.05,94,100,0.67,light rain
256,Kautokeino,NO,2022-12-25 00:38:33,69.0125,23.0412,8.08,95,90,3.69,overcast clouds
257,Sao Jose Da Coroa Grande,BR,2022-12-25 00:38:34,-8.8978,-35.1478,78.12,80,11,8.86,few clouds
258,Kutum,SD,2022-12-25 00:38:34,14.2,24.6667,53.53,42,97,10.69,overcast clouds
259,Nara,JP,2022-12-25 00:38:35,34.6851,135.8049,44.91,69,75,9.98,broken clouds
260,Tailai,CN,2022-12-25 00:38:35,46.3833,123.4,5.2,67,0,5.82,clear sky
261,Tual,ID,2022-12-25 00:38:36,-5.6667,132.75,83.97,76,98,16.69,light rain
262,Port Hardy,CA,2022-12-25 00:38:37,50.6996,-127.4199,42.98,100,75,12.66,broken clouds
263,Kununurra,AU,2022-12-25 00:34:29,-15.7667,128.7333,84.18,84,97,6.91,overcast clouds
264,Awjilah,LY,2022-12-25 00:38:37,29.1081,21.2869,56.79,88,0,9.06,clear sky
265,La Paz,BO,2022-12-25 00:38:11,-16.5,-68.15,58.98,44,20,10.36,few clouds
266,San Patricio,US,2022-12-25 00:38:38,28.017,-97.5169,39.83,32,0,6.02,clear sky
267,Adrar,MR,2022-12-25 00:38:38,20.5022,-10.0711,57.27,24,0,10.29,clear sky
268,Baneh,IR,2022-12-25 00:38:39,35.9975,45.8853,34.9,100,100,1.63,snow
269,Sinnamary,GF,2022-12-25 00:38:39,5.3833,-52.95,75.56,90,92,11.45,overcast clouds
270,Montepuez,MZ,2022-12-25 00:38:40,-13.1256,38.9997,68.97,98,100,3.27,overcast clouds
271,Dingle,PH,2022-12-25 00:38:40,10.9995,122.6711,74.66,86,100,16.02,overcast clouds
272,Valparaiso,CL,2022-12-25 00:38:41,-33.0393,-71.6273,58.64,77,0,8.05,clear sky
273,Sambava,MG,2022-12-25 00:39:41,-14.2667,50.1667,73.08,91,92,5.41,light rain
274,Alice Springs,AU,2022-12-25 00:39:42,-23.7,133.8833,78.35,73,100,9.22,overcast clouds
275,Almaznyy,RU,2022-12-25 00:39:42,48.0448,40.045,31.84,95,18,4.72,few clouds
276,Sampit,ID,2022-12-25 00:39:43,-2.5333,112.95,81.61,71,80,3.02,broken clouds
277,Tiksi,RU,2022-12-25 00:39:43,71.6872,128.8694,-4.76,89,100,6.8,overcast clouds
278,Chenzhou,CN,2022-12-25 00:39:44,25.8,113.0333,51.13,46,0,0.94,clear sky
279,Nyakahanga,TZ,2022-12-25 00:39:44,-1.6033,31.1414,56.79,95,89,2.24,overcast clouds
280,Spring Valley,US,2022-12-25 00:39:45,36.108,-115.245,64.35,27,75,0.0,broken clouds
281,Usinsk,RU,2022-12-25 00:39:45,65.9939,57.5281,30.61,97,100,14.54,light snow
282,Agadez,NE,2022-12-25 00:39:46,19.75,10.25,54.54,35,31,10.6,scattered clouds
283,Jacobina,BR,2022-12-25 00:39:46,-11.1806,-40.5183,68.56,98,97,2.77,overcast clouds
284,Muzhi,RU,2022-12-25 00:39:47,65.3667,64.6667,-1.3,99,78,3.13,broken clouds
285,Tragana,GR,2022-12-25 00:39:47,38.6167,23.1167,52.3,74,11,3.74,few clouds
286,Mirnyy,RU,2022-12-25 00:39:48,62.5353,113.9611,-26.77,67,22,4.0,few clouds
287,Kruisfontein,ZA,2022-12-25 00:39:48,-34.0033,24.7314,61.88,83,100,13.09,light rain
288,Talnakh,RU,2022-12-25 00:39:49,69.4865,88.3972,-12.8,97,89,7.31,overcast clouds
289,Chuy,UY,2022-12-25 00:39:49,-33.6971,-53.4616,65.73,92,100,8.03,overcast clouds
290,Kenai,US,2022-12-25 00:35:20,60.5544,-151.2583,5.05,61,0,13.8,clear sky
291,La Peca,PE,2022-12-25 00:39:50,-5.6111,-78.435,72.34,75,74,3.8,broken clouds
292,Shimoda,JP,2022-12-25 00:39:51,34.6667,138.95,52.16,55,26,5.93,scattered clouds
293,Rafraf,TN,2022-12-25 00:39:51,37.1904,10.1837,61.11,68,3,11.56,clear sky
294,Lawton,US,2022-12-25 00:39:51,34.6087,-98.3903,30.11,33,0,8.05,clear sky
295,Emmett,US,2022-12-25 00:38:13,43.8735,-116.4993,31.96,84,100,2.15,light snow
296,Aktau,KZ,2022-12-25 00:39:52,43.65,51.2,30.78,50,100,9.62,overcast clouds
297,Koslan,RU,2022-12-25 00:39:52,63.4564,48.8989,24.89,88,97,9.48,overcast clouds
298,Guerrero Negro,MX,2022-12-25 00:39:53,27.9769,-114.0611,66.31,51,0,8.28,clear sky
299,Vestmannaeyjar,IS,2022-12-25 00:39:53,63.4427,-20.2734,25.43,84,100,11.72,snow
300,Hamilton,US,2022-12-25 00:39:54,39.1834,-84.5333,15.64,75,40,13.8,scattered clouds
301,Okha,RU,2022-12-25 00:39:54,53.5739,142.9478,30.18,94,100,15.88,light snow
302,Luderitz,NA,2022-12-25 00:39:54,-26.6481,15.1594,63.81,69,62,18.84,broken clouds
303,Iqaluit,CA,2022-12-25 00:39:55,63.7506,-68.5145,-4.27,65,75,2.3,broken clouds
304,Puerto Colombia,CO,2022-12-25 00:39:55,10.9878,-74.9547,78.89,75,0,27.85,clear sky
305,Corralillo,CU,2022-12-25 00:39:56,22.9819,-80.5856,64.98,74,100,12.59,overcast clouds
306,Hasaki,JP,2022-12-25 00:39:56,35.7333,140.8333,45.0,45,0,16.31,clear sky
307,Usvyaty,RU,2022-12-25 00:39:57,55.7456,30.7533,9.7,98,78,1.81,broken clouds
308,Shieli,KZ,2022-12-25 00:39:58,44.1667,66.75,27.32,54,0,12.71,clear sky
309,Cortez,US,2022-12-25 00:39:58,37.3489,-108.5859,43.56,45,0,14.97,clear sky
310,Cabo San Lucas,MX,2022-12-25 00:35:13,22.8909,-109.9124,75.51,53,0,5.75,clear sky
311,Lagoa,PT,2022-12-25 00:39:59,39.05,-27.9833,55.99,58,47,25.34,scattered clouds
312,Santa Helena De Goias,BR,2022-12-25 00:39:59,-17.8136,-50.5969,74.7,70,72,0.51,broken clouds
313,Orange Walk,BZ,2022-12-25 00:40:00,17.8333,-88.8333,69.66,92,89,4.59,overcast clouds
314,Marsaxlokk,MT,2022-12-25 00:40:00,35.8419,14.5431,62.08,94,75,3.44,broken clouds
315,College,US,2022-12-25 00:40:00,64.8569,-147.8028,-13.02,63,20,11.5,few clouds
316,Longyearbyen,SJ,2022-12-25 00:40:01,78.2186,15.6401,1.24,71,40,16.11,scattered clouds
317,Bani,DO,2022-12-25 00:40:02,18.2833,-70.3333,73.63,80,0,8.48,clear sky
318,Quevedo,EC,2022-12-25 00:40:02,-1.0333,-79.45,77.94,78,100,5.35,light rain
319,Langsa,ID,2022-12-25 00:40:02,4.4683,97.9683,75.83,85,100,2.06,overcast clouds
320,Muttupet,IN,2022-12-25 00:40:03,10.4,79.4833,76.17,83,100,17.13,overcast clouds
321,Hofn,IS,2022-12-25 00:41:03,64.2539,-15.2082,22.23,72,99,16.93,overcast clouds
322,Doha,QA,2022-12-25 00:37:03,25.2867,51.5333,69.78,62,0,21.85,clear sky
323,Harindanga,IN,2022-12-25 00:41:04,22.0383,88.3214,65.32,66,6,1.14,clear sky
324,Harper,LR,2022-12-25 00:41:04,4.375,-7.7169,77.97,82,10,3.74,moderate rain
325,Hohoe,GH,2022-12-25 00:41:05,7.1518,0.4736,73.51,33,76,3.33,broken clouds
326,Bahia De Caraquez,EC,2022-12-25 00:41:05,-0.6,-80.4167,77.18,82,100,10.04,overcast clouds
327,Sassandra,CI,2022-12-25 00:41:06,4.95,-6.0833,77.92,82,93,1.63,overcast clouds
328,Najran,SA,2022-12-25 00:41:06,17.4924,44.1277,61.45,71,0,1.3,clear sky
329,Barcelona,ES,2022-12-25 00:38:29,41.3888,2.159,62.85,68,0,6.91,clear sky
330,Watertown,US,2022-12-25 00:41:07,42.3709,-71.1828,16.07,56,4,8.99,clear sky
331,Aksarka,RU,2022-12-25 00:41:07,66.5606,67.7975,11.91,96,100,2.95,light snow
332,Machaneng,BW,2022-12-25 00:41:08,-23.1862,27.4886,73.87,29,99,5.17,overcast clouds
333,Bereznehuvate,UA,2022-12-25 00:41:08,47.3078,32.8499,42.85,93,100,3.31,overcast clouds
334,Port Macquarie,AU,2022-12-25 00:37:35,-31.4333,152.9167,81.9,64,12,8.12,few clouds
335,Blagoyevo,RU,2022-12-25 00:41:09,63.3667,47.9167,19.47,92,7,6.49,clear sky
336,Aklavik,CA,2022-12-25 00:41:09,68.2191,-135.0107,-40.0,74,0,4.61,clear sky
337,Kologriv,RU,2022-12-25 00:41:10,58.8275,44.3178,29.98,90,100,7.52,overcast clouds
338,Portales,US,2022-12-25 00:37:49,34.1862,-103.3344,36.59,33,0,3.62,clear sky
339,Isangel,VU,2022-12-25 00:37:47,-19.55,169.2667,89.71,58,40,6.91,scattered clouds
340,Portobelo,PA,2022-12-25 00:41:11,9.55,-79.65,80.04,83,52,15.61,broken clouds
341,Zapolyarnyy,RU,2022-12-25 00:41:11,69.4154,30.8136,13.28,97,77,4.29,broken clouds
342,Poya,NC,2022-12-25 00:41:12,-21.35,165.15,85.69,66,100,5.28,overcast clouds
343,Villa Altagracia,DO,2022-12-25 00:41:12,18.673,-70.171,68.72,89,0,1.59,clear sky
344,Plettenberg Bay,ZA,2022-12-25 00:41:13,-34.0527,23.3716,62.01,82,100,11.39,light rain
345,Vao,NC,2022-12-25 00:41:13,-22.6667,167.4833,79.86,78,79,10.31,broken clouds
346,Katangli,RU,2022-12-25 00:41:13,51.7102,143.2326,21.7,90,100,19.44,overcast clouds
347,Linxia,CN,2022-12-25 00:39:12,35.6003,103.2064,20.07,65,100,1.74,overcast clouds
348,Kidal,ML,2022-12-25 00:41:14,18.4411,1.4078,59.9,30,100,12.91,overcast clouds
349,Winfield,US,2022-12-25 00:41:14,37.2398,-96.9956,21.97,56,0,0.0,clear sky
350,Amapa,BR,2022-12-25 00:41:15,1.0,-52.0,71.19,99,28,2.59,scattered clouds
351,Pimentel,PE,2022-12-25 00:41:15,-6.8367,-79.9342,68.92,83,100,11.12,overcast clouds
352,Kamenka,RU,2022-12-25 00:41:16,51.3223,42.7678,32.9,96,100,7.11,overcast clouds
353,Marrakesh,MA,2022-12-25 00:41:16,31.6315,-8.0083,55.47,58,0,1.14,clear sky
354,Vung Tau,VN,2022-12-25 00:41:17,10.346,107.0843,72.95,75,68,10.18,broken clouds
355,Teknaf,BD,2022-12-25 00:41:17,20.8624,92.3058,62.37,75,30,4.43,scattered clouds
356,Bulgan,MN,2022-12-25 00:41:18,48.8125,103.5347,2.39,94,100,4.29,overcast clouds
357,Matadi,CD,2022-12-25 00:41:18,-5.8167,13.45,74.93,96,100,2.33,overcast clouds
358,Kavaratti,IN,2022-12-25 00:41:18,10.5669,72.642,81.55,65,100,13.85,overcast clouds
359,Haines Junction,CA,2022-12-25 00:41:19,60.7522,-137.5108,-13.05,64,100,4.61,light snow
360,Ordu,TR,2022-12-25 00:41:19,40.9086,37.6845,36.1,73,0,5.17,clear sky
361,Cherskiy,RU,2022-12-25 00:41:15,68.75,161.3,-2.81,79,3,2.84,clear sky
362,Vikhorevka,RU,2022-12-25 00:41:20,56.1201,101.1636,-12.77,99,100,2.21,overcast clouds
363,Vila Franca Do Campo,PT,2022-12-25 00:41:21,37.7167,-25.4333,54.01,67,31,16.98,scattered clouds
364,Vilhena,BR,2022-12-25 00:41:21,-12.7406,-60.1458,69.58,98,100,2.71,light rain
365,Amarante Do Maranhao,BR,2022-12-25 00:41:21,-5.5667,-46.7422,71.49,97,100,2.37,overcast clouds
366,Upernavik,GL,2022-12-25 00:41:22,72.7868,-56.1549,-0.49,62,100,7.07,overcast clouds
367,Lata,PT,2022-12-25 00:41:22,40.1629,-8.3327,62.82,87,100,11.1,overcast clouds
368,Dois Vizinhos,BR,2022-12-25 00:42:23,-25.7336,-53.0572,68.13,67,100,2.44,overcast clouds
369,Flinders,AU,2022-12-25 00:42:23,-34.5833,150.8552,81.18,66,20,7.0,few clouds
370,Batalha,BR,2022-12-25 00:42:24,-9.6778,-37.1247,76.82,78,81,9.28,broken clouds
371,Druzhba,UA,2022-12-25 00:42:24,52.0428,33.9453,32.67,98,100,5.99,overcast clouds
372,Port Hawkesbury,CA,2022-12-25 00:42:25,45.6169,-61.3485,37.87,76,100,10.36,overcast clouds
373,Huangnihe,CN,2022-12-25 00:42:25,43.5583,128.0239,8.31,83,22,11.05,few clouds
374,Norman Wells,CA,2022-12-25 00:42:23,65.282,-126.8329,-20.16,69,100,4.61,light snow
375,Shache,CN,2022-12-25 00:42:26,38.4167,77.2406,18.81,52,0,0.76,clear sky
376,Gamba,GA,2022-12-25 00:42:26,-2.65,10.0,76.68,86,100,2.89,light rain
377,Pitimbu,BR,2022-12-25 00:42:27,-7.4706,-34.8086,79.39,78,19,8.21,few clouds
378,Zhanjiang,CN,2022-12-25 00:42:27,21.2815,110.3427,61.65,52,12,11.32,few clouds
379,Heihe,CN,2022-12-25 00:42:28,50.2441,127.4902,7.38,86,100,13.87,overcast clouds
380,Mange,SL,2022-12-25 00:42:28,8.9167,-12.85,71.04,80,7,1.63,clear sky
381,Hermiston,US,2022-12-25 00:42:28,45.8404,-119.2895,21.85,81,100,4.61,overcast clouds
382,Brae,GB,2022-12-25 00:42:29,60.3964,-1.353,45.28,91,100,24.61,moderate rain
383,Berlevag,NO,2022-12-25 00:42:30,70.8578,29.0864,31.95,64,100,5.75,overcast clouds
384,Taloqan,AF,2022-12-25 00:42:30,36.7361,69.5345,36.01,30,100,4.74,overcast clouds
385,San Carlos,VE,2022-12-25 00:42:30,9.6612,-68.5827,73.15,74,1,4.94,clear sky
386,Lashio,MM,2022-12-25 00:42:31,22.9333,97.75,54.25,88,20,0.51,few clouds
387,Ayagoz,KZ,2022-12-25 00:41:21,47.9714,80.4392,-8.3,85,15,4.63,few clouds
388,Khani,GE,2022-12-25 00:42:31,41.9563,42.9566,26.17,74,2,3.38,clear sky
389,Khandyga,RU,2022-12-25 00:42:32,62.6667,135.6,-37.64,100,90,1.97,overcast clouds
390,Andilamena,MG,2022-12-25 00:42:32,-17.0167,48.5833,65.98,96,64,2.37,broken clouds
391,Masterton,NZ,2022-12-25 00:42:33,-40.9597,175.6575,69.89,56,41,0.45,scattered clouds
392,Moosomin,CA,2022-12-25 00:42:33,50.1333,-101.6677,-15.12,87,8,4.61,clear sky
393,Grand Gaube,MU,2022-12-25 00:42:34,-20.0064,57.6608,77.4,74,9,11.99,light rain
394,Kameda,JP,2022-12-25 00:42:34,37.8667,139.1167,40.91,75,75,21.85,broken clouds
395,Vardo,NO,2022-12-25 00:42:35,70.3705,31.1107,30.18,74,100,11.5,overcast clouds
396,Semey,KZ,2022-12-25 00:42:35,50.4111,80.2275,5.95,87,97,10.07,overcast clouds
397,Udachnyy,RU,2022-12-25 00:42:35,66.4167,112.4,-33.48,99,29,4.65,scattered clouds
398,Kangaatsiaq,GL,2022-12-25 00:42:36,68.3065,-53.4641,0.32,86,100,14.74,overcast clouds
399,Acapulco,MX,2022-12-25 00:38:46,16.8634,-99.8901,80.42,78,40,6.91,light rain
400,Igrim,RU,2022-12-25 00:42:36,63.1906,64.4162,33.71,91,100,9.44,overcast clouds
401,Todos Santos,MX,2022-12-25 00:42:37,23.45,-110.2167,72.66,60,0,13.42,clear sky
402,Jaguariaiva,BR,2022-12-25 00:42:37,-24.2511,-49.7058,62.73,96,69,9.35,broken clouds
403,Sangar,RU,2022-12-25 00:42:38,63.9242,127.4739,-28.66,99,100,2.37,overcast clouds
404,Hibbing,US,2022-12-25 00:39:07,47.4272,-92.9377,-0.44,43,0,24.16,haze
405,Bambanglipuro,ID,2022-12-25 00:42:38,-7.95,110.2833,77.61,85,100,8.52,moderate rain
406,Kutahya,TR,2022-12-25 00:42:39,39.4242,29.9833,36.63,76,100,2.55,overcast clouds
407,Lahaina,US,2022-12-25 00:42:39,20.8783,-156.6825,82.81,72,93,9.24,overcast clouds
408,Bagdarin,RU,2022-12-25 00:42:40,54.4333,113.6,-1.32,99,100,2.15,overcast clouds
409,Saldanha,ZA,2022-12-25 00:42:40,-33.0117,17.9442,59.05,69,100,12.57,overcast clouds
410,Churapcha,RU,2022-12-25 00:42:41,62.0025,132.4325,-20.0,100,100,2.84,overcast clouds
411,Shunyi,CN,2022-12-25 00:39:11,40.125,116.6453,19.35,45,0,6.71,clear sky
412,Dalbandin,PK,2022-12-25 00:42:41,28.8947,64.4101,44.82,28,56,4.21,broken clouds
413,Ahuimanu,US,2022-12-25 00:42:42,21.4447,-157.8378,82.11,75,75,9.22,broken clouds
414,San Rafael Del Sur,NI,2022-12-25 00:42:42,11.8485,-86.4384,81.57,67,0,14.05,clear sky
415,Moindou,NC,2022-12-25 00:43:43,-21.6924,165.677,84.65,67,100,6.2,overcast clouds
416,Loreto,MX,2022-12-25 00:43:43,22.2667,-101.9667,60.89,29,88,8.05,overcast clouds
417,Mill Valley,US,2022-12-25 00:43:43,37.906,-122.545,60.73,73,100,1.01,overcast clouds
418,Sao Joao Del Rei,BR,2022-12-25 00:43:44,-21.1356,-44.2617,63.45,94,69,9.93,broken clouds
419,Murray Bridge,AU,2022-12-25 00:43:44,-35.1167,139.2667,88.34,28,0,3.76,clear sky
420,Beira,MZ,2022-12-25 00:43:45,-19.8436,34.8389,69.89,94,0,5.75,clear sky
421,Vachi,RU,2022-12-25 00:43:45,42.072,47.2151,24.71,52,0,6.73,clear sky
422,Carballo,ES,2022-12-25 00:43:46,43.213,-8.691,51.91,92,100,3.13,overcast clouds
423,Merauke,ID,2022-12-25 00:43:46,-8.4667,140.3333,80.74,82,100,8.46,moderate rain
424,Mangaluru,IN,2022-12-25 00:38:50,12.8667,74.8833,68.86,73,39,6.91,mist
425,Talcahuano,CL,2022-12-25 00:40:16,-36.7167,-73.1167,73.08,46,0,12.66,clear sky
426,Mangaratiba,BR,2022-12-25 00:41:57,-22.9597,-44.0406,76.06,88,54,3.06,broken clouds
427,Obihiro,JP,2022-12-25 00:43:47,42.9172,143.2044,29.61,79,100,9.4,overcast clouds
428,Kalmunai,LK,2022-12-25 00:43:47,7.4167,81.8167,76.12,89,100,7.43,heavy intensity rain
429,Dargaville,NZ,2022-12-25 00:43:48,-35.9333,173.8833,71.15,57,100,8.21,overcast clouds
430,Kotido,UG,2022-12-25 00:43:48,2.9806,34.1331,68.22,74,7,0.76,light rain
431,Uchiza,PE,2022-12-25 00:43:49,-8.4592,-76.4633,75.74,83,98,3.0,overcast clouds
432,Ostrovnoy,RU,2022-12-25 00:43:49,68.0531,39.5131,13.15,96,100,19.55,overcast clouds
433,Manzil Salim,TN,2022-12-25 00:43:49,35.8567,8.4765,56.86,43,0,4.7,clear sky
434,Orlik,RU,2022-12-25 00:43:50,52.5178,99.825,-27.38,95,74,2.13,broken clouds
435,Kulhudhuffushi,MV,2022-12-25 00:43:50,6.6221,73.07,80.28,71,72,9.04,broken clouds
436,Hua Hin,TH,2022-12-25 00:43:51,12.5707,99.9588,73.8,69,77,7.14,broken clouds
437,Olinda,BR,2022-12-25 00:43:51,-8.0089,-34.8553,80.33,74,40,4.61,scattered clouds
438,Borogontsy,RU,2022-12-25 00:43:52,62.6683,131.1683,-14.46,97,100,5.01,overcast clouds
439,Naze,JP,2022-12-25 00:43:52,28.3667,129.4833,52.72,67,99,18.32,overcast clouds
440,Laguna,US,2022-12-25 00:43:52,38.421,-121.4238,58.05,77,0,4.61,clear sky
441,Ammon,US,2022-12-25 00:43:53,43.4696,-111.9666,24.85,91,100,5.75,mist
442,Ust-Ishim,RU,2022-12-25 00:43:53,57.6935,71.1665,31.3,95,100,7.85,overcast clouds
443,Namatanai,PG,2022-12-25 00:43:54,-3.6667,152.4333,84.45,74,26,8.25,light rain
444,Baghdad,IQ,2022-12-25 00:42:56,33.3406,44.4009,46.31,100,12,5.75,mist
445,Thunder Bay,CA,2022-12-25 00:43:54,48.4001,-89.3168,6.78,72,100,28.77,light snow
446,Kikwit,CD,2022-12-25 00:43:55,-5.041,18.8162,68.83,97,100,1.54,overcast clouds
447,Aloja,LV,2022-12-25 00:43:55,57.7669,24.8825,26.67,94,100,4.47,overcast clouds
448,Gushikawa,JP,2022-12-25 00:43:55,26.3544,127.8686,58.59,51,100,13.8,overcast clouds
449,Moose Factory,CA,2022-12-25 00:43:56,51.2585,-80.6094,26.6,93,100,16.11,light snow
450,Qeshm,IR,2022-12-25 00:43:56,26.9581,56.2719,67.89,73,84,6.6,broken clouds
451,Wajir,KE,2022-12-25 00:43:57,1.7471,40.0573,76.26,70,0,12.26,clear sky
452,Gayny,RU,2022-12-25 00:43:57,60.3071,54.3241,32.61,98,100,9.93,snow
453,Moranbah,AU,2022-12-25 00:43:57,-22.0016,148.0466,70.93,82,100,10.76,overcast clouds
454,Punto Fijo,VE,2022-12-25 00:43:58,11.6956,-70.1996,77.65,79,0,22.88,clear sky
455,Vicksburg,US,2022-12-25 00:43:58,32.3526,-90.8779,26.33,50,0,0.0,clear sky
456,Mahabad,IR,2022-12-25 00:43:59,36.7631,45.7222,32.95,93,100,4.92,overcast clouds
457,Roald,NO,2022-12-25 00:43:59,62.5833,6.1333,33.75,64,98,17.27,overcast clouds
458,Ponta Delgada,PT,2022-12-25 00:43:59,37.7333,-25.6667,56.12,62,20,5.75,light rain
459,Pauini,BR,2022-12-25 00:44:00,-7.7136,-66.9764,74.61,98,100,2.62,light rain
460,Noumea,NC,2022-12-25 00:44:00,-22.2763,166.4572,91.38,99,100,6.91,overcast clouds
461,Muriti,TZ,2022-12-25 00:44:01,-1.9833,32.9167,69.26,77,33,1.72,moderate rain
462,Tucurui,BR,2022-12-25 00:44:01,-3.7661,-49.6725,74.95,84,18,2.68,few clouds
463,Bheramara,BD,2022-12-25 00:45:01,24.0232,88.9925,63.75,43,43,3.38,scattered clouds
464,Iki-Burul,RU,2022-12-25 00:45:02,45.8208,44.6472,38.43,89,100,3.83,overcast clouds
465,Tahmek,MX,2022-12-25 00:45:02,20.8833,-89.2667,65.95,90,100,6.08,light rain
466,Nova Venecia,BR,2022-12-25 00:41:33,-18.7106,-40.4006,69.73,98,100,1.57,overcast clouds
467,Margate,GB,2022-12-25 00:45:03,51.3813,1.3862,51.91,91,95,5.01,overcast clouds
468,Kharabali,RU,2022-12-25 00:45:04,47.4196,47.2568,26.67,65,6,7.67,clear sky
469,Banyuwangi,ID,2022-12-25 00:45:04,-8.2325,114.3576,75.04,92,100,1.28,overcast clouds
470,Sheffield,GB,2022-12-25 00:45:05,53.383,-1.4659,48.15,89,100,7.0,overcast clouds
471,Nicoya,CR,2022-12-25 00:45:05,10.1483,-85.452,75.85,72,16,11.21,few clouds
